OBJECTID,CENTERLINE_TAG,BIKE_LANE,L_ADD_FROM,L_ADD_TO,R_ADD_FROM,R_ADD_TO,L_ZIP,R_ZIP,COUNTY_LEFT,COUNTY_RIGHT,CITY_LEFT,CITY_RIGHT,TWP_LEFT,TWP_RIGHT,OPER_STATUS,MAINT_JURIS,TFARE,STRCLASS,STRSUBTYPE,SPD_LIM,ONE_WAY,ONE_WAY_DIR,PRE_DIR,STREET_NAME,STREET_TYPE,SUF_DIR,FULL_STNAME,STR_LABEL
270701,118175,SOUTH,1040,1098,1041,1099,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,FT,EAST,E,NEW YORK,ST,,NEW YORK ST,NEW YORK ST
275498,128660,EAST,1900,1998,1901,1999,46202,46202,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,FT,NORTH,N,ILLINOIS,ST,,ILLINOIS ST,ILLINOIS ST
205698,138781,WEST,1701,1741,1700,1740,46203,46203,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30, , ,,SHELBY,ST,,SHELBY ST,SHELBY ST
226606,148042,BOTH,9201,9289,9200,9288,46113,46113,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,DECATUR,DECATUR,BUILT,DPW,PRIMARY COLLECTOR,D,7,30, , ,,HEARTLAND,BLVD,,HEARTLAND BLVD,HEARTLAND BLVD
209659,182343,BOTH,721,739,720,738,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
203775,138860,BOTH,1501,1599,1464,1598,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30, , ,S,EAST,ST,,EAST ST,EAST ST
178357,135537,NORTH,5100,5112,5101,5111,46219,46219,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,TF,WEST,E,MICHIGAN,ST,,MICHIGAN ST,MICHIGAN ST
186094,129540,BOTH,1400,1412,1401,1413,46222,46222,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WAYNE,WAYNE,BUILT,DPW,PRIMARY ARTERIAL,C,5,35,,,N,WHITE RIVER PKWY,WDR,,WHITE RIVER PKWY WDR,WHITE RIVER PKWY WDR
213382,134725,BOTH,5234,5298,5233,5299,46219,46219,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,WARREN,WARREN,BUILT,DPW,PRIMARY ARTERIAL,C,5,35, , ,E,10TH,ST,,10TH ST,10TH ST
209619,144617,BOTH,709,719,708,718,46225,46225,MARION,MARION,INDIANAPOLIS,INDIANAPOLIS,CENTER,CENTER,BUILT,DPW,PRIMARY ARTERIAL,C,5,30,,,S,EAST,ST,,EAST ST,EAST ST
